Library,Module,Caller,API Name,Inputs,Outputs
cv2,,,warpAffine,"['data', 'data']",['data']
cv2,,,warpPerspective,"['data', 'data']",['data']
cv2,,,watershed,"['data', 'data']",['data']
gensim,corpora,model,add_documents,['data'],[]
gensim,corpora,model,doc2bow,['data'],['data']
gensim,corpora,model,filter_extremes,['hyperparameter'],[]
gensim,corpora,model,load,['file_path'],['model']
gensim,corpora,model,merge_with,['model'],[]
gensim,corpora,model,save,['file_path'],[]
gensim,corpora,,Dictionary,['data'],['helper']
gensim,corpora,,MmCorpus,['file_path'],['data']
gensim,corpora,,serialize,"['file_path', 'data']",[]
gensim,models,model,build_vocab,['data'],[]
gensim,models,model,build_vocab_from_freq,['data'],[]
gensim,models,model,distance,"['data', 'data']",['metric']
gensim,models,model,doesnt_match,['data'],['data']
gensim,models,model,evaluate_word_analogies,['file_path'],"['metric', 'data']"
gensim,models,model,evaluate_word_pairs,['file_path'],"['metric', 'metric', 'metric']"
gensim,models,model,get_document_topics,['data'],['data']
gensim,models,model,get_term_topics,['data'],['data']
gensim,models,model,infer_vector,['data'],['data']
gensim,models,model,load,['file_path'],['model']
gensim,models,model,most_similar,['data'],['data']
gensim,models,model,n_similarity,"['data', 'data']",['metric']
gensim,models,model,print_topics,[],['data']
gensim,models,model,save,['file_path'],[]
gensim,models,model,show_topics,[],['data']
gensim,models,model,similarity,"['data', 'data']",['metric']
gensim,models,model,train,"['data', 'hyperparameter', 'hyperparameter']",[]
gensim,models,,Doc2Vec,['data'],['model']
gensim,models,,FastText,['data'],['model']
gensim,models,,LdaModel,['data'],['model']
gensim,models,,LogEntropyModel,['data'],['model']
gensim,models,,LsiModel,['data'],['model']
gensim,models,,Nmf,['data'],['model']
gensim,models,,TfidfModel,['data'],['model']
gensim,models,,Word2Vec,['data'],['model']
keras,callbacks,,EarlyStopping,['hyperparameter'],['hyperparameter']
keras,callbacks,,ModelCheckpoint,['hyperparameter'],['hyperparameter']
keras,layers,model,BatchNormalization,[],['model']
keras,layers,model,Dropout,['hyperparameter'],['model']
keras,layers,model,Embedding,['hyperparameter'],['model']
keras,layers,model,Flatten,[],['model']
keras,layers,model,GRU,['hyperparameter'],['model']
keras,layers,model,LSTM,['hyperparameter'],['model']
keras,layers,model,MaxPooling2D,['hyperparameter'],['model']
keras,models,,Model,"['inputs', 'outputs']",['model']
keras,models,,load_model,['file_path'],['model']
keras,,model,evaluate,"['features', 'labels']",['metric']
keras,,trained_model,save,['file_path'],[]
lightgbm,,model,fit,"['features', 'labels']",['trained_model']
lightgbm,,trained_model,predict,['features'],['predictions']
lightgbm,,trained_model,save_model,['file_path'],[]
lightgbm,,,Dataset,"['features', 'labels']",['data']
lightgbm,,,LGBMClassifier,['hyperparameter'],['model']
lightgbm,,,LGBMRegressor,['hyperparameter'],['model']
lightgbm,,,train,"['hyperparameter', 'data']",['trained_model']
matplotlib,pyplot,,acorr,['data'],[]
matplotlib,pyplot,,angle_spectrum,['data'],[]
matplotlib,pyplot,,annotate,"['hyperparameter', 'hyperparameter']",[]
matplotlib,pyplot,,autoscale,['hyperparameter'],[]
matplotlib,pyplot,,axes,[],['data']
matplotlib,pyplot,,axhline,['hyperparameter'],[]
matplotlib,pyplot,,axhspan,"['hyperparameter', 'hyperparameter']",[]
matplotlib,pyplot,,axis,['hyperparameter'],[]
matplotlib,pyplot,,axvline,['hyperparameter'],[]
matplotlib,pyplot,,axvspan,"['hyperparameter', 'hyperparameter']",[]
matplotlib,pyplot,,bar,"['data', 'data']",[]
matplotlib,pyplot,,barbs,"['data', 'data', 'data', 'data']",[]
matplotlib,pyplot,,barh,"['data', 'data']",[]
matplotlib,pyplot,,box,['hyperparameter'],[]
matplotlib,pyplot,,boxplot,['data'],[]
matplotlib,pyplot,,cla,[],[]
matplotlib,pyplot,,clabel,['data'],[]
matplotlib,pyplot,,clf,[],[]
matplotlib,pyplot,,close,['hyperparameter'],[]
matplotlib,pyplot,,cohere,"['data', 'data']",[]
matplotlib,pyplot,,colorbar,['data'],[]
matplotlib,pyplot,,contour,['data'],[]
matplotlib,pyplot,,contourf,['data'],[]
matplotlib,pyplot,,csd,"['data', 'data']",[]
matplotlib,pyplot,,draw,[],[]
matplotlib,pyplot,,errorbar,"['data', 'data']",[]
matplotlib,pyplot,,figimage,['data'],[]
matplotlib,pyplot,,figlegend,[],[]
matplotlib,pyplot,,figtext,"['hyperparameter', 'hyperparameter', 'hyperparameter']",[]
matplotlib,pyplot,,figure,['hyperparameter'],['helper']
matplotlib,pyplot,,fill_between,"['data', 'data', 'data']",[]
matplotlib,pyplot,,fill_betweenx,"['data', 'data', 'data']",[]
matplotlib,pyplot,,gca,[],['data']
matplotlib,pyplot,,gcf,[],['helper']
matplotlib,pyplot,,grid,['hyperparameter'],[]
matplotlib,pyplot,,hexbin,"['data', 'data']",[]
matplotlib,pyplot,,hist,['data'],[]
matplotlib,pyplot,,hist2d,"['data', 'data']",[]
matplotlib,pyplot,,hlines,"['hyperparameter', 'hyperparameter', 'hyperparameter']",[]
matplotlib,pyplot,,imshow,['data'],[]
matplotlib,pyplot,,legend,[],[]
matplotlib,pyplot,,locator_params,['hyperparameter'],[]
matplotlib,pyplot,,magnitude_spectrum,['data'],[]
matplotlib,pyplot,,margins,['hyperparameter'],[]
matplotlib,pyplot,,minorticks_off,[],[]
matplotlib,pyplot,,minorticks_on,[],[]
matplotlib,pyplot,,pause,['hyperparameter'],[]
matplotlib,pyplot,,pcolor,['data'],[]
matplotlib,pyplot,,pcolormesh,['data'],[]
matplotlib,pyplot,,phase_spectrum,['data'],[]
matplotlib,pyplot,,pie,['data'],[]
matplotlib,pyplot,,plot,"['data', 'data']",[]
matplotlib,pyplot,,plot_date,"['data', 'data']",[]
matplotlib,pyplot,,polar,"['data', 'data']",[]
matplotlib,pyplot,,psd,['data'],[]
matplotlib,pyplot,,quiver,"['data', 'data', 'data', 'data']",[]
matplotlib,pyplot,,rc,['hyperparameter'],[]
matplotlib,pyplot,,rc_context,['hyperparameter'],[]
matplotlib,pyplot,,rcdefaults,[],[]
matplotlib,pyplot,,savefig,['file_path'],[]
matplotlib,pyplot,,scatter,"['data', 'data']",[]
matplotlib,pyplot,,set_cmap,['hyperparameter'],[]
matplotlib,pyplot,,show,[],[]
matplotlib,pyplot,,specgram,['data'],[]
matplotlib,pyplot,,stackplot,"['data', 'data']",[]
matplotlib,pyplot,,stem,"['data', 'data']",[]
matplotlib,pyplot,,step,"['data', 'data']",[]
matplotlib,pyplot,,streamplot,"['data', 'data', 'data', 'data']",[]
matplotlib,pyplot,,style.use,['hyperparameter'],[]
matplotlib,pyplot,,subplot,['hyperparameter'],['data']
matplotlib,pyplot,,subplots,['hyperparameter'],"['helper', 'helper']"
matplotlib,pyplot,,suptitle,['hyperparameter'],[]
matplotlib,pyplot,,table,['hyperparameter'],[]
matplotlib,pyplot,,text,"['hyperparameter', 'hyperparameter', 'hyperparameter']",[]
matplotlib,pyplot,,tick_params,['hyperparameter'],[]
matplotlib,pyplot,,tight_layout,[],[]
matplotlib,pyplot,,title,['hyperparameter'],[]
matplotlib,pyplot,,tricontour,"['data', 'data', 'data']",[]
matplotlib,pyplot,,tricontourf,"['data', 'data', 'data']",[]
matplotlib,pyplot,,tripcolor,"['data', 'data', 'data']",[]
matplotlib,pyplot,,triplot,"['data', 'data']",[]
matplotlib,pyplot,,twinx,[],['data']
matplotlib,pyplot,,twiny,[],['data']
matplotlib,pyplot,,violinplot,['data'],[]
matplotlib,pyplot,,vlines,"['hyperparameter', 'hyperparameter', 'hyperparameter']",[]
matplotlib,pyplot,,xcorr,"['data', 'data']",[]
matplotlib,pyplot,,xkcd,[],[]
matplotlib,pyplot,,xlabel,['hyperparameter'],[]
matplotlib,pyplot,,xlim,"['hyperparameter', 'hyperparameter']",[]
matplotlib,pyplot,,xscale,['hyperparameter'],[]
matplotlib,pyplot,,xticks,['data'],[]
matplotlib,pyplot,,ylabel,['hyperparameter'],[]
matplotlib,pyplot,,ylim,"['hyperparameter', 'hyperparameter']",[]
matplotlib,pyplot,,yscale,['hyperparameter'],[]
matplotlib,pyplot,,yticks,['data'],[]
networkx,,data,add_edge,"['data', 'data']",[]
networkx,,data,add_edges_from,['data'],[]
networkx,,data,add_node,['data'],[]
networkx,,data,add_nodes_from,['data'],[]
networkx,,data,clear,[],[]
networkx,,data,copy,[],['data']
networkx,,data,remove_edge,"['data', 'data']",[]
networkx,,data,remove_edges_from,['data'],[]
networkx,,data,remove_node,['data'],[]
networkx,,data,remove_nodes_from,['data'],[]
networkx,,data,to_directed,[],['data']
networkx,,data,to_undirected,[],['data']
networkx,,,DiGraph,[],['data']
networkx,,,Graph,[],['data']
networkx,,,MultiDiGraph,[],['data']
networkx,,,MultiGraph,[],['data']
networkx,,,adjacency_matrix,['data'],['data']
networkx,,,all_pairs_shortest_path,['data'],['data']
networkx,,,all_pairs_shortest_path_length,['data'],['data']
networkx,,,ancestors,"['data', 'data']",['data']
networkx,,,astar_path,"['data', 'data', 'data']",['data']
networkx,,,astar_path_length,"['data', 'data', 'data']",['metric']
networkx,,,average_clustering,['data'],['metric']
networkx,,,average_shortest_path_length,['data'],['metric']
networkx,,,barabasi_albert_graph,"['hyperparameter', 'hyperparameter']",['data']
networkx,,,bellman_ford_path,"['data', 'data', 'data']",['data']
networkx,,,bellman_ford_path_length,"['data', 'data', 'data']",['metric']
networkx,,,betweenness_centrality,['data'],['data']
networkx,,,center,['data'],['data']
networkx,,,closeness_centrality,['data'],['data']
networkx,,,clustering,['data'],['data']
networkx,,,complete_graph,['hyperparameter'],['data']
networkx,,,connected_components,['data'],['data']
networkx,,,degree_centrality,['data'],['data']
networkx,,,density,['data'],['metric']
networkx,,,descendants,"['data', 'data']",['data']
networkx,,,diameter,['data'],['metric']
networkx,,,dijkstra_path,"['data', 'data', 'data']",['data']
networkx,,,dijkstra_path_length,"['data', 'data', 'data']",['metric']
networkx,,,eigenvector_centrality,['data'],['data']
networkx,,,erdos_renyi_graph,"['hyperparameter', 'hyperparameter']",['data']
networkx,,,from_numpy_array,['data'],['data']
networkx,,,from_pandas_adjacency,['data'],['data']
networkx,,,from_pandas_edgelist,['data'],['data']
networkx,,,has_path,"['data', 'data', 'data']",['metric']
networkx,,,hits,['data'],"['data', 'data']"
networkx,,,in_degree_centrality,['data'],['data']
networkx,,,incidence_matrix,['data'],['data']
networkx,,,is_bipartite,['data'],['metric']
networkx,,,is_connected,['data'],['metric']
networkx,,,is_directed_acyclic_graph,['data'],['metric']
networkx,,,is_isomorphic,"['data', 'data']",['metric']
networkx,,,is_strongly_connected,['data'],['metric']
networkx,,,is_weakly_connected,['data'],['metric']
networkx,,,katz_centrality,['data'],['data']
networkx,,,laplacian_matrix,['data'],['data']
networkx,,,maximum_spanning_tree,['data'],['data']
networkx,,,minimum_spanning_tree,['data'],['data']
networkx,,,normalized_laplacian_matrix,['data'],['data']
networkx,,,number_connected_components,['data'],['metric']
networkx,,,number_strongly_connected_components,['data'],['metric']
networkx,,,number_weakly_connected_components,['data'],['metric']
networkx,,,out_degree_centrality,['data'],['data']
networkx,,,pagerank,['data'],['data']
networkx,,,periphery,['data'],['data']
networkx,,,radius,['data'],['metric']
networkx,,,read_adjlist,['file_path'],['data']
networkx,,,read_edgelist,['file_path'],['data']
networkx,,,read_graphml,['file_path'],['data']
networkx,,,shortest_path,"['data', 'data', 'data']",['data']
networkx,,,shortest_path_length,"['data', 'data', 'data']",['metric']
networkx,,,strongly_connected_components,['data'],['data']
networkx,,,to_numpy_array,['data'],['data']
networkx,,,to_pandas_adjacency,['data'],['data']
networkx,,,to_pandas_edgelist,['data'],['data']
networkx,,,topological_sort,['data'],['data']
networkx,,,transitivity,['data'],['metric']
networkx,,,triangles,['data'],['data']
networkx,,,watts_strogatz_graph,"['hyperparameter', 'hyperparameter', 'hyperparameter']",['data']
networkx,,,weakly_connected_components,['data'],['data']
networkx,,,write_adjlist,"['data', 'file_path']",[]
networkx,,,write_edgelist,"['data', 'file_path']",[]
networkx,,,write_graphml,"['data', 'file_path']",[]
nltk,,helper,B,[],['metric']
nltk,,helper,N,[],['metric']
nltk,,helper,freq,['data'],['metric']
nltk,,helper,max,[],['data']
nltk,,helper,most_common,['hyperparameter'],['data']
nltk,,helper,plot,['hyperparameter'],[]
nltk,,,ConditionalFreqDist,['data'],['helper']
nltk,,,FreqDist,['data'],['helper']
nltk,,,ne_chunk,['data'],['data']
nltk,,,ne_chunk_sents,['data'],['data']
nltk,,,pos_tag,['data'],['data']
nltk,,,pos_tag_sents,['data'],['data']
nltk,,,sent_tokenize,['data'],['data']
nltk,,,word_tokenize,['data'],['data']
nltk,corpus,,stopwords,[],['data']
nltk,corpus,,wordnet,[],['data']
nltk,corpus,,words,[],['data']
nltk,metrics,,accuracy,"['data', 'data']",['metric']
nltk,metrics,,edit_distance,"['data', 'data']",['metric']
nltk,metrics,,f_measure,"['data', 'data']",['metric']
nltk,metrics,,jaccard_distance,"['data', 'data']",['metric']
nltk,metrics,,masi_distance,"['data', 'data']",['metric']
nltk,metrics,,precision,"['data', 'data']",['metric']
nltk,metrics,,recall,"['data', 'data']",['metric']
nltk,stem,helper,lemmatize,['data'],['data']
nltk,stem,helper,stem,['data'],['data']
nltk,stem,,LancasterStemmer,[],['helper']
nltk,stem,,PorterStemmer,[],['helper']
nltk,stem,,SnowballStemmer,['hyperparameter'],['helper']
nltk,stem,,WordNetLemmatizer,[],['helper']
nltk,tokenize,helper,tokenize,['data'],['data']
nltk,tokenize,,RegexpTokenizer,['hyperparameter'],['helper']
nltk,tokenize,,TweetTokenizer,[],['helper']
nltk,tokenize,,WhitespaceTokenizer,[],['helper']
nltk,tokenize,,WordPunctTokenizer,[],['helper']
numpy,,data,all,[],['metric']
numpy,,data,any,[],['metric']
numpy,,data,argmax,[],['data']
numpy,,data,argmin,[],['data']
numpy,,data,argsort,[],['data']
numpy,,data,astype,['hyperparameter'],['data']
numpy,,data,choose,['data'],['data']
numpy,,data,clip,"['hyperparameter', 'hyperparameter']",['data']
numpy,,data,compress,['data'],['data']
numpy,,data,conj,[],['data']
numpy,,data,conjugate,[],['data']
numpy,,data,copy,[],['data']
numpy,,data,cummax,[],['data']
numpy,,data,cummin,[],['data']
numpy,,data,cumprod,[],['data']
numpy,,data,cumsum,[],['data']
numpy,,data,diagonal,[],['data']
numpy,,data,dot,['data'],['data']
numpy,,data,fill,['hyperparameter'],['data']
numpy,,data,flatten,[],['data']
numpy,,data,max,[],['metric']
numpy,,data,mean,[],['metric']
numpy,,data,min,[],['metric']
numpy,,data,nanmax,[],['metric']
numpy,,data,nanmin,[],['metric']
numpy,,data,nansum,[],['metric']
numpy,,data,nonzero,[],['data']
numpy,,data,prod,[],['metric']
numpy,,data,ptp,[],['metric']
numpy,,data,put,"['data', 'data']",['data']
numpy,,data,putmask,"['data', 'data']",['data']
numpy,,data,ravel,[],['data']
numpy,,data,repeat,['hyperparameter'],['data']
numpy,,data,reshape,['hyperparameter'],['data']
numpy,,data,resize,['hyperparameter'],['data']
numpy,,data,round,['hyperparameter'],['data']
numpy,,data,searchsorted,['data'],['data']
numpy,,data,sort,[],['data']
numpy,,data,std,[],['metric']
numpy,,data,sum,[],['metric']
numpy,,data,swapaxes,"['hyperparameter', 'hyperparameter']",['data']
numpy,,data,take,['data'],['data']
numpy,,data,trace,[],['metric']
numpy,,data,transpose,[],['data']
numpy,,data,var,[],['metric']
numpy,,,absolute,['data'],['data']
numpy,,,add,"['data', 'data']",['data']
numpy,,,arange,['hyperparameter'],['data']
numpy,,,arccos,['data'],['data']
numpy,,,arccosh,['data'],['data']
numpy,,,arcsin,['data'],['data']
numpy,,,arcsinh,['data'],['data']
numpy,,,arctan,['data'],['data']
numpy,,,arctan2,"['data', 'data']",['data']
numpy,,,arctanh,['data'],['data']
numpy,,,array,['data'],['data']
numpy,,,asarray,['data'],['data']
numpy,,,bitwise_and,"['data', 'data']",['data']
numpy,,,bitwise_or,"['data', 'data']",['data']
numpy,,,bitwise_xor,"['data', 'data']",['data']
numpy,,,cbrt,['data'],['data']
numpy,,,concatenate,['data'],['data']
numpy,,,cos,['data'],['data']
numpy,,,cosh,['data'],['data']
numpy,,,deg2rad,['data'],['data']
numpy,,,divide,"['data', 'data']",['data']
numpy,,,equal,"['data', 'data']",['data']
numpy,,,exp,['data'],['data']
numpy,,,exp2,['data'],['data']
numpy,,,expand_dims,['data'],['data']
numpy,,,expm1,['data'],['data']
numpy,,,fabs,['data'],['data']
numpy,,,floor_divide,"['data', 'data']",['data']
numpy,,,fmax,"['data', 'data']",['data']
numpy,,,fmin,"['data', 'data']",['data']
numpy,,,greater,"['data', 'data']",['data']
numpy,,,greater_equal,"['data', 'data']",['data']
numpy,,,heaviside,"['data', 'data']",['data']
numpy,,,hypot,"['data', 'data']",['data']
numpy,,,invert,['data'],['data']
numpy,,,left_shift,"['data', 'data']",['data']
numpy,,,less,"['data', 'data']",['data']
numpy,,,less_equal,"['data', 'data']",['data']
numpy,,,linspace,['hyperparameter'],['data']
numpy,,,log,['data'],['data']
numpy,,,log10,['data'],['data']
numpy,,,log1p,['data'],['data']
numpy,,,log2,['data'],['data']
numpy,,,logical_and,"['data', 'data']",['data']
numpy,,,logical_not,['data'],['data']
numpy,,,logical_or,"['data', 'data']",['data']
numpy,,,logical_xor,"['data', 'data']",['data']
numpy,,,matmul,"['data', 'data']",['data']
numpy,,,maximum,"['data', 'data']",['data']
numpy,,,minimum,"['data', 'data']",['data']
numpy,,,mod,"['data', 'data']",['data']
numpy,,,multiply,"['data', 'data']",['data']
numpy,,,not_equal,"['data', 'data']",['data']
numpy,,,ones,['hyperparameter'],['data']
numpy,,,power,"['data', 'data']",['data']
numpy,,,rad2deg,['data'],['data']
numpy,,,reciprocal,['data'],['data']
numpy,,,remainder,"['data', 'data']",['data']
numpy,,,right_shift,"['data', 'data']",['data']
numpy,,,rint,['data'],['data']
numpy,,,sign,['data'],['data']
numpy,,,sin,['data'],['data']
numpy,,,sinh,['data'],['data']
numpy,,,split,['data'],['data']
numpy,,,sqrt,['data'],['data']
numpy,,,square,['data'],['data']
numpy,,,squeeze,['data'],['data']
numpy,,,stack,['data'],['data']
numpy,,,subtract,"['data', 'data']",['data']
numpy,,,tan,['data'],['data']
numpy,,,tanh,['data'],['data']
numpy,,,true_divide,"['data', 'data']",['data']
numpy,,,zeros,['hyperparameter'],['data']
optuna,,helper,add_trial,['data'],[]
optuna,,helper,enqueue_trial,['hyperparameter'],[]
optuna,,helper,get_trials,['hyperparameter'],['data']
optuna,,helper,optimize,"['model', 'hyperparameter']",[]
optuna,,helper,set_system_attr,"['hyperparameter', 'hyperparameter']",[]
optuna,,helper,set_user_attr,"['hyperparameter', 'hyperparameter']",[]
optuna,,helper,stop,[],[]
optuna,,,create_study,['hyperparameter'],['helper']
optuna,,,delete_study,"['hyperparameter', 'hyperparameter']",[]
optuna,,,get_all_study_summaries,['hyperparameter'],['data']
optuna,,,load_study,"['hyperparameter', 'hyperparameter']",['helper']
optuna,integration,,BoTorchSampler,['hyperparameter'],['helper']
optuna,integration,,CatBoostPruningCallback,"['model', 'hyperparameter']",['helper']
optuna,integration,,FastAIPruningCallback,"['model', 'hyperparameter']",['helper']
optuna,integration,,KerasPruningCallback,"['model', 'hyperparameter']",['helper']
optuna,integration,,LightGBMPruningCallback,"['model', 'hyperparameter']",['helper']
optuna,integration,,MLflowCallback,['hyperparameter'],['helper']
optuna,integration,,PyTorchLightningPruningCallback,"['model', 'hyperparameter']",['helper']
optuna,integration,,SkoptSampler,['hyperparameter'],['helper']
optuna,integration,,TFKerasPruningCallback,"['model', 'hyperparameter']",['helper']
optuna,integration,,TensorBoardCallback,['hyperparameter'],['helper']
optuna,integration,,WeightsAndBiasesCallback,['hyperparameter'],['helper']
optuna,integration,,XGBoostPruningCallback,"['model', 'hyperparameter']",['helper']
optuna,pruners,,HyperbandPruner,['hyperparameter'],['helper']
optuna,pruners,,MedianPruner,['hyperparameter'],['helper']
optuna,pruners,,NopPruner,[],['helper']
optuna,pruners,,PatientPruner,"['model', 'hyperparameter']",['helper']
optuna,pruners,,PercentilePruner,['hyperparameter'],['helper']
optuna,pruners,,SuccessiveHalvingPruner,['hyperparameter'],['helper']
optuna,pruners,,ThresholdPruner,['hyperparameter'],['helper']
optuna,samplers,,CmaEsSampler,['hyperparameter'],['helper']
optuna,samplers,,GridSampler,['hyperparameter'],['helper']
optuna,samplers,,MOTPESampler,['hyperparameter'],['helper']
optuna,samplers,,NSGAIISampler,['hyperparameter'],['helper']
optuna,samplers,,PartialFixedSampler,"['hyperparameter', 'model']",['helper']
optuna,samplers,,QMCSampler,['hyperparameter'],['helper']
optuna,samplers,,RandomSampler,['hyperparameter'],['helper']
optuna,samplers,,TPESampler,['hyperparameter'],['helper']
optuna,,helper,report,"['metric', 'hyperparameter']",[]
optuna,,helper,should_prune,[],['metric']
optuna,,helper,suggest_categorical,"['hyperparameter', 'hyperparameter']",['hyperparameter']
optuna,,helper,suggest_discrete_uniform,"['hyperparameter', 'hyperparameter', 'hyperparameter', 'hyperparameter']",['hyperparameter']
optuna,,helper,suggest_float,"['hyperparameter', 'hyperparameter', 'hyperparameter']",['hyperparameter']
optuna,,helper,suggest_int,"['hyperparameter', 'hyperparameter', 'hyperparameter']",['hyperparameter']
optuna,,helper,suggest_loguniform,"['hyperparameter', 'hyperparameter', 'hyperparameter']",['hyperparameter']
optuna,,helper,suggest_uniform,"['hyperparameter', 'hyperparameter', 'hyperparameter']",['hyperparameter']
optuna,visualization,,plot_contour,['model'],['data']
optuna,visualization,,plot_edf,['model'],['data']
optuna,visualization,,plot_intermediate_values,['model'],['data']
