Library,Module,Caller,API Name,Inputs,Outputs
sklearn,calibration,,CalibratedClassifierCV,"['estimator', 'hyperparameter']",['model']
sklearn,cluster,,BisectingKMeans,['hyperparameter'],['model']
sklearn,cluster,,KMeans,['hyperparameter'],['model']
sklearn,cluster,,spectral_clustering,"['features', 'hyperparameter']",['labels']
sklearn,compose,data,ColumnTransformer,['transformer definitions'],['data transformer']
sklearn,compose,,make_column_transformer,['transformer definitions'],['data transformer']
sklearn,covariance,data,ShrunkCovariance,['hyperparameter'],['model']
sklearn,covariance,data,empirical_covariance,['features'],['covariance matrix']
sklearn,covariance,metric,ledoit_wolf_shrinkage,['features'],['metric']
sklearn,covariance,,EmpiricalCovariance,['hyperparameter'],['model']
sklearn,covariance,,GraphicalLasso,['hyperparameter'],['model']
sklearn,datasets,data,dump_svmlight_file,"['features', 'labels', 'file_path']",['data_artifact']
sklearn,datasets,data,fetch_lfw_pairs,[],"['data', 'labels']"
sklearn,datasets,data,fetch_lfw_people,[],"['data', 'labels']"
sklearn,datasets,data,load_sample_image,['image_name'],['image_data']
sklearn,datasets,data,load_sample_images,[],['data']
sklearn,datasets,data,load_svmlight_file,['file_path'],"['features', 'labels']"
sklearn,datasets,data,load_svmlight_files,['file_paths'],"['features', 'labels']"
sklearn,datasets,data,load_wine,[],"['data', 'labels']"
sklearn,datasets,,load_diabetes,[],"['data', 'labels']"
sklearn,datasets,,make_gaussian_quantiles,[],"['data', 'labels']"
sklearn,datasets,,make_moons,[],"['data', 'labels']"
sklearn,decomposition,data,FactorAnalysis,['hyperparameter'],['data transformer']
sklearn,decomposition,,DictionaryLearning,['hyperparameter'],['data transformer']
sklearn,decomposition,,KernelPCA,['hyperparameter'],['data transformer']
sklearn,decomposition,,SparsePCA,['hyperparameter'],['data transformer']
sklearn,decomposition,,TruncatedSVD,['hyperparameter'],['data transformer']
sklearn,ensemble,model,AdaBoostRegressor,['hyperparameter'],['model']
sklearn,ensemble,model,GradientBoostingRegressor,['hyperparameter'],['model']
sklearn,ensemble,model,fit,"['features', 'labels']",['trained model']
sklearn,ensemble,,ExtraTreesClassifier,['hyperparameter'],['model']
sklearn,ensemble,,ExtraTreesRegressor,['hyperparameter'],['model']
sklearn,ensemble,,IsolationForest,['hyperparameter'],['model']
sklearn,ensemble,,RandomForestClassifier,['hyperparameter'],['model']
sklearn,feature_extraction,,DictVectorizer,['hyperparameter'],['data transformer']
sklearn,feature_extraction.image,data,grid_to_graph,"['data_dimensions', 'mask']",['features']
sklearn,feature_extraction.text,model,fit_transform,['raw text documents'],['document-term matrix']
sklearn,feature_extraction.text,,TfidfTransformer,['hyperparameter'],['data transformer']
sklearn,feature_selection,metric,mutual_info_regression,"['features', 'labels']",['metric']
sklearn,feature_selection,,RFECV,"['model', 'hyperparameter']",['model']
sklearn,impute,data,transform,['features'],['features']
sklearn,impute,,KNNImputer,['hyperparameter'],['data transformer']
sklearn,impute,,SimpleImputer,['hyperparameter'],['data transformer']
sklearn,linear_model,data,orthogonal_mp,"['features', 'labels']",['model coefficients']
sklearn,linear_model,model,fit,"['train_features', 'train_labels']",['trained_model']
sklearn,linear_model,trained_model,predict,['features'],['predictions']
sklearn,linear_model,,ElasticNetCV,['hyperparameter'],['model']
sklearn,linear_model,,LassoCV,['hyperparameter'],['model']
sklearn,linear_model,,LogisticRegression,"['features', 'labels']",['model']
sklearn,manifold,metric,trustworthiness,"['features', 'X_embedded']",['metric']
sklearn,manifold,,LocallyLinearEmbedding,['hyperparameter'],['data transformer']
sklearn,manifold,,smacof,"['dissimilarities', 'hyperparameter']","['features', 'metric']"
sklearn,metrics,metric,PrecisionRecallDisplay.from_predictions,"['labels', 'predictions']",['display_object']
sklearn,metrics,metric,RocCurveDisplay.from_predictions,"['labels', 'predictions']",['display_object']
sklearn,metrics,metric,accuracy_score,"['labels', 'predictions']",['metric']
sklearn,metrics,metric,classification_report,"['labels', 'predictions']",['metric']
sklearn,metrics,metric,cohen_kappa_score,"['labels', 'predictions']",['metric']
sklearn,metrics,metric,confusion_matrix,"['labels', 'predictions']",['metric']
sklearn,metrics,metric,coverage_error,"['labels', 'predictions']",['metric']
sklearn,metrics,metric,d2_brier_score,"['labels', 'predictions']",['metric']
sklearn,metrics,metric,f1_score,"['labels', 'predictions']",['metric']
sklearn,metrics,metric,hinge_loss,"['labels', 'predictions']",['metric']
sklearn,metrics,metric,log_loss,"['labels', 'predictions']",['metric']
sklearn,metrics,metric,max_error,"['labels', 'predictions']",['metric']
sklearn,metrics,metric,mean_gamma_deviance,"['labels', 'predictions']",['metric']
sklearn,metrics,metric,mean_pinball_loss,"['labels', 'predictions']",['metric']
sklearn,metrics,metric,mean_tweedie_deviance,"['labels', 'predictions', 'hyperparameter']",['metric']
sklearn,metrics,metric,multilabel_confusion_matrix,"['y_true', 'y_pred']",['multi_confusion_matrix']
sklearn,metrics,metric,mutual_info_score,"['labels', 'predictions']",['metric']
sklearn,metrics,metric,ndcg_score,"['labels', 'predictions']",['metric']
sklearn,metrics,metric,v_measure_score,"['labels', 'predictions']",['metric']
sklearn,metrics,,accuracy_score,"['labels', 'predictions']",['metric']
sklearn,metrics,,check_scoring,"['model', 'metric definition']",['metric']
sklearn,metrics,,get_scorer,['metric definition'],['metric']
sklearn,metrics,,mean_squared_error,"['labels', 'predictions']",['metric']
sklearn,metrics,,precision_recall_curve,"['y_true', 'y_score']","['precision', 'recall', 'thresholds']"
sklearn,metrics,,r2_score,"['labels', 'predictions']",['metric']
sklearn,metrics,,roc_auc_score,"['labels', 'predictions']",['metric']
sklearn,metrics,,roc_curve,"['labels', 'predictions']","['metric', 'metric', 'metric']"
sklearn,metrics.pairwise,data,additive_chi2_kernel,"['features', 'features']",['features']
sklearn,metrics.pairwise,data,laplacian_kernel,"['data', 'hyperparameter']",['features']
sklearn,metrics.pairwise,,rbf_kernel,"['features', 'features', 'hyperparameter']",['features']
sklearn,model_selection,data,GroupShuffleSplit,['hyperparameter'],['data splitter']
sklearn,model_selection,metric,cross_val_score,"['model', 'features', 'labels']",['metric results']
sklearn,model_selection,metric,cross_validate,"['model', 'features', 'labels']",['metric results']
sklearn,model_selection,,GridSearchCV,"['model', 'hyperparameter definition']",['model']
sklearn,model_selection,,RandomizedSearchCV,"['model', 'hyperparameter definition']",['model']
sklearn,model_selection,,StratifiedKFold,['hyperparameter'],['data splitter']
sklearn,model_selection,,train_test_split,"['features', 'labels']","['features', 'validation features', 'labels', 'validation labels']"
sklearn,multioutput,,MultiOutputRegressor,"['model', 'hyperparameter']",['model']
sklearn,naive_bayes,model,predict_proba,['features'],['predictions']
sklearn,neighbors,data,KNeighborsClassifier,['hyperparameter'],['model']
sklearn,neighbors,data transformer,kneighbors,['features'],"['distances', 'indices']"
sklearn,pipeline,,make_pipeline,['estimators'],['pipeline']
sklearn,preprocessing,data,MinMaxScaler,['hyperparameter'],['data transformer']
sklearn,preprocessing,data transformer,fit_transform,['features'],['features']
sklearn,preprocessing,data transformer,inverse_transform,['labels'],['labels']
sklearn,preprocessing,model,fit_transform,['data'],['data']
sklearn,preprocessing,model,transform,['data'],['data']
sklearn,preprocessing,,FunctionTransformer,['hyperparameter'],['data transformer']
sklearn,preprocessing,,LabelEncoder,['labels'],['labels']
sklearn,preprocessing,,QuantileTransformer,['hyperparameter'],['data transformer']
sklearn,preprocessing,,StandardScaler,['features'],['features']
sklearn,preprocessing,,binarize,['features'],['features']
sklearn,preprocessing,,minmax_scale,['features'],['features']
sklearn,svm,,l1_min_c,"['features', 'labels']",['hyperparameter']
sklearn,utils,data,check_scalar,['parameter_value'],['validated_parameter_value']
sklearn,utils,data,indexable,['data'],['data']
sklearn,utils,data,inplace_column_scale,"['features', 'scaling factor']",['features']
sklearn,utils,data,shuffle,['arrays'],['shuffled arrays']
sklearn,utils.extmath,,randomized_svd,"['features', 'hyperparameter']","['features', 'singular values']"
sklearn,utils.sparsefuncs_fast,data,inplace_csr_row_normalize_l2,['features'],['features']
sklearn,,model,fit,"['features', 'labels']",['trained_model']
sklearn,,model,score,"['features', 'labels']",['metric']
sklearn,,trained_model,predict,['features'],['predictions']
statsmodels,api,model,fit,[],['trained_model']
statsmodels,api,trained_model,predict,['features'],['predictions']
statsmodels,api,trained_model,summary,[],[]
statsmodels,api,,OLS,"['labels', 'features']",['model']
tensorflow,keras,compiled_model,fit,"['features', 'labels']",['trained_model']
tensorflow,keras,model,compile,"['optimizer', 'loss_function', 'metrics']",['model']
tensorflow,keras,trained_model,predict,['test_features'],['predictions']
tensorflow,keras,,Sequential,['layers'],['model']
tensorflow,keras.layers,,Conv2D,[],['model']
tensorflow,keras.layers,,Dense,[],['model']
tensorflow,layers,,Conv2D,['hyperparameter'],['model']
tensorflow,layers,,Dense,['hyperparameter'],['model']
torch,nn.functional,,relu,['data'],['data']
torch,nn.functional,,softmax,['data'],['data']
torch,nn,,Conv2d,['hyperparameter'],['model']
torch,nn,,CrossEntropyLoss,[],['metric_function']
torch,nn,,Linear,['hyperparameter'],['model']
torch,nn,,MSELoss,[],['metric_function']
torch,nn,,Sequential,['model'],['model']
torch,optim,,Adam,"['model_parameters', 'hyperparameter']",['optimizer']
torch,optim,,SGD,"['model_parameters', 'hyperparameter']",['optimizer']
torch,utils.data,,DataLoader,['data'],['data']
torch,utils.data,,TensorDataset,"['features', 'labels']",['data']
torch,,model,backward,[],[]
torch,,model,forward,['features'],['predictions']
torch,,optimizer,step,[],[]
torch,,optimizer,zero_grad,[],[]
torch,,,load,['file_path'],['model']
torch,,,save,"['model', 'file_path']",[]
torch,,,tensor,['data'],['data']
xgboost,,model,fit,"['features', 'labels']",['trained_model']
xgboost,,trained_model,predict,['features'],['predictions']
xgboost,,trained_model,save_model,['file_path'],[]
xgboost,,,DMatrix,"['features', 'labels']",['data']
xgboost,,,XGBClassifier,['hyperparameter'],['model']
xgboost,,,XGBRegressor,['hyperparameter'],['model']
xgboost,,,train,"['hyperparameter', 'data']",['trained_model']
